target_id,pose,variant,pic_pointer,palette_pointer,asset_path
jp_rev0,front,normal,0x086AE0B8,0x086AE644,graphics/pokemon/003/003_front_normal_eb4372ee84b2.png
jp_rev0,front,shiny,0x086AE0B8,0x087D6DB4,graphics/pokemon/003/003_front_shiny_ac271ba86046.png
jp_rev0,back,normal,0x086AE66C,0x086AE644,graphics/pokemon/003/003_back_normal_4b9b8e4275bf.png
jp_rev0,back,shiny,0x086AE66C,0x087D6DB4,graphics/pokemon/003/003_back_shiny_33dcdd677231.png
es_rev1,front,normal,0x08D31360,0x08D318EC,graphics/pokemon/003/003_front_normal_eb4372ee84b2.png
es_rev1,front,shiny,0x08D31360,0x08E5A0AC,graphics/pokemon/003/003_front_shiny_ac271ba86046.png
es_rev1,back,normal,0x08D31914,0x08D318EC,graphics/pokemon/003/003_back_normal_4b9b8e4275bf.png
es_rev1,back,shiny,0x08D31914,0x08E5A0AC,graphics/pokemon/003/003_back_shiny_33dcdd677231.png
es_rev0,front,normal,0x08D31360,0x08D318EC,graphics/pokemon/003/003_front_normal_eb4372ee84b2.png
es_rev0,front,shiny,0x08D31360,0x08E5A0AC,graphics/pokemon/003/003_front_shiny_ac271ba86046.png
es_rev0,back,normal,0x08D31914,0x08D318EC,graphics/pokemon/003/003_back_normal_4b9b8e4275bf.png
es_rev0,back,shiny,0x08D31914,0x08E5A0AC,graphics/pokemon/003/003_back_shiny_33dcdd677231.png
de_debug,front,normal,0x08D3134C,0x08D318D8,graphics/pokemon/003/003_front_normal_eb4372ee84b2.png
de_debug,front,shiny,0x08D3134C,0x08E5A098,graphics/pokemon/003/003_front_shiny_ac271ba86046.png
de_debug,back,normal,0x08D31900,0x08D318D8,graphics/pokemon/003/003_back_normal_4b9b8e4275bf.png
de_debug,back,shiny,0x08D31900,0x08E5A098,graphics/pokemon/003/003_back_shiny_33dcdd677231.png
de_rev1,front,normal,0x08D3134C,0x08D318D8,graphics/pokemon/003/003_front_normal_eb4372ee84b2.png
de_rev1,front,shiny,0x08D3134C,0x08E5A098,graphics/pokemon/003/003_front_shiny_ac271ba86046.png
de_rev1,back,normal,0x08D31900,0x08D318D8,graphics/pokemon/003/003_back_normal_4b9b8e4275bf.png
de_rev1,back,shiny,0x08D31900,0x08E5A098,graphics/pokemon/003/003_back_shiny_33dcdd677231.png
de_rev0,front,normal,0x08D3134C,0x08D318D8,graphics/pokemon/003/003_front_normal_eb4372ee84b2.png
de_rev0,front,shiny,0x08D3134C,0x08E5A098,graphics/pokemon/003/003_front_shiny_ac271ba86046.png
de_rev0,back,normal,0x08D31900,0x08D318D8,graphics/pokemon/003/003_back_normal_4b9b8e4275bf.png
de_rev0,back,shiny,0x08D31900,0x08E5A098,graphics/pokemon/003/003_back_shiny_33dcdd677231.png
