target_id,pose,variant,pic_pointer,palette_pointer,asset_path
fr_rev0,front,shiny,0x08D336E0,0x08E5A17C,graphics/pokemon/006/006_front_shiny_58ca12a38ed6.png
fr_rev0,back,normal,0x08D33C58,0x08D33C30,graphics/pokemon/006/006_back_normal_dfd022fd28a1.png
fr_rev0,back,shiny,0x08D33C58,0x08E5A17C,graphics/pokemon/006/006_back_shiny_db3b65554cef.png
it_rev1,front,normal,0x08D33710,0x08D33C60,graphics/pokemon/006/006_front_normal_34b02fbf1be7.png
it_rev1,front,shiny,0x08D33710,0x08E5A1AC,graphics/pokemon/006/006_front_shiny_58ca12a38ed6.png
it_rev1,back,normal,0x08D33C88,0x08D33C60,graphics/pokemon/006/006_back_normal_dfd022fd28a1.png
it_rev1,back,shiny,0x08D33C88,0x08E5A1AC,graphics/pokemon/006/006_back_shiny_db3b65554cef.png
it_rev0,front,normal,0x08D33710,0x08D33C60,graphics/pokemon/006/006_front_normal_34b02fbf1be7.png
it_rev0,front,shiny,0x08D33710,0x08E5A1AC,graphics/pokemon/006/006_front_shiny_58ca12a38ed6.png
it_rev0,back,normal,0x08D33C88,0x08D33C60,graphics/pokemon/006/006_back_normal_dfd022fd28a1.png
it_rev0,back,shiny,0x08D33C88,0x08E5A1AC,graphics/pokemon/006/006_back_shiny_db3b65554cef.png
