target_id,pose,variant,pic_pointer,palette_pointer,asset_path
de_rev1,back,shiny,0x08D324F0,0x08E5A110,graphics/pokemon/004/004_back_shiny_800551fab24d.png
de_rev0,front,normal,0x08D32218,0x08D324C8,graphics/pokemon/004/004_front_normal_54eef45bb10b.png
de_rev0,front,shiny,0x08D32218,0x08E5A110,graphics/pokemon/004/004_front_shiny_ec0dd3bf072f.png
de_rev0,back,normal,0x08D324F0,0x08D324C8,graphics/pokemon/004/004_back_normal_65f5b50a6be1.png
de_rev0,back,shiny,0x08D324F0,0x08E5A110,graphics/pokemon/004/004_back_shiny_800551fab24d.png
en_eu_rev1,front,normal,0x08D32180,0x08D32430,graphics/pokemon/004/004_front_normal_54eef45bb10b.png
en_eu_rev1,front,shiny,0x08D32180,0x08E5A078,graphics/pokemon/004/004_front_shiny_ec0dd3bf072f.png
en_eu_rev1,back,normal,0x08D32458,0x08D32430,graphics/pokemon/004/004_back_normal_65f5b50a6be1.png
en_eu_rev1,back,shiny,0x08D32458,0x08E5A078,graphics/pokemon/004/004_back_shiny_800551fab24d.png
en_us_rev0,front,normal,0x08D32180,0x08D32430,graphics/pokemon/004/004_front_normal_54eef45bb10b.png
en_us_rev0,front,shiny,0x08D32180,0x08E5A078,graphics/pokemon/004/004_front_shiny_ec0dd3bf072f.png
en_us_rev0,back,normal,0x08D32458,0x08D32430,graphics/pokemon/004/004_back_normal_65f5b50a6be1.png
en_us_rev0,back,shiny,0x08D32458,0x08E5A078,graphics/pokemon/004/004_back_shiny_800551fab24d.png
en_useu_rev2,front,normal,0x08D32180,0x08D32430,graphics/pokemon/004/004_front_normal_54eef45bb10b.png
en_useu_rev2,front,shiny,0x08D32180,0x08E5A078,graphics/pokemon/004/004_front_shiny_ec0dd3bf072f.png
en_useu_rev2,back,normal,0x08D32458,0x08D32430,graphics/pokemon/004/004_back_normal_65f5b50a6be1.png
en_useu_rev2,back,shiny,0x08D32458,0x08E5A078,graphics/pokemon/004/004_back_shiny_800551fab24d.png
fr_rev1,front,normal,0x08D32234,0x08D324E4,graphics/pokemon/004/004_front_normal_54eef45bb10b.png
fr_rev1,front,shiny,0x08D32234,0x08E5A12C,graphics/pokemon/004/004_front_shiny_ec0dd3bf072f.png
fr_rev1,back,normal,0x08D3250C,0x08D324E4,graphics/pokemon/004/004_back_normal_65f5b50a6be1.png
fr_rev1,back,shiny,0x08D3250C,0x08E5A12C,graphics/pokemon/004/004_back_shiny_800551fab24d.png
fr_rev0,front,normal,0x08D32234,0x08D324E4,graphics/pokemon/004/004_front_normal_54eef45bb10b.png
fr_rev0,front,shiny,0x08D32234,0x08E5A12C,graphics/pokemon/004/004_front_shiny_ec0dd3bf072f.png
fr_rev0,back,normal,0x08D3250C,0x08D324E4,graphics/pokemon/004/004_back_normal_65f5b50a6be1.png
fr_rev0,back,shiny,0x08D3250C,0x08E5A12C,graphics/pokemon/004/004_back_shiny_800551fab24d.png
it_rev1,front,normal,0x08D32264,0x08D32514,graphics/pokemon/004/004_front_normal_54eef45bb10b.png
it_rev1,front,shiny,0x08D32264,0x08E5A15C,graphics/pokemon/004/004_front_shiny_ec0dd3bf072f.png
it_rev1,back,normal,0x08D3253C,0x08D32514,graphics/pokemon/004/004_back_normal_65f5b50a6be1.png
it_rev1,back,shiny,0x08D3253C,0x08E5A15C,graphics/pokemon/004/004_back_shiny_800551fab24d.png
it_rev0,front,normal,0x08D32264,0x08D32514,graphics/pokemon/004/004_front_normal_54eef45bb10b.png
it_rev0,front,shiny,0x08D32264,0x08E5A15C,graphics/pokemon/004/004_front_shiny_ec0dd3bf072f.png
it_rev0,back,normal,0x08D3253C,0x08D32514,graphics/pokemon/004/004_back_normal_65f5b50a6be1.png
it_rev0,back,shiny,0x08D3253C,0x08E5A15C,graphics/pokemon/004/004_back_shiny_800551fab24d.png
