target_id,pose,variant,pic_pointer,palette_pointer,asset_path
en_us_rev0,front,shiny,0x08D358F4,0x08E5A140,graphics/pokemon/009/009_front_shiny_dc9cdf078429.png
en_us_rev0,back,normal,0x08D35E20,0x08D35DF8,graphics/pokemon/009/009_back_normal_ff726ed6bc04.png
en_us_rev0,back,shiny,0x08D35E20,0x08E5A140,graphics/pokemon/009/009_back_shiny_afc503c23036.png
en_useu_rev2,front,normal,0x08D358F4,0x08D35DF8,graphics/pokemon/009/009_front_normal_14988d3b4aa1.png
en_useu_rev2,front,shiny,0x08D358F4,0x08E5A140,graphics/pokemon/009/009_front_shiny_dc9cdf078429.png
en_useu_rev2,back,normal,0x08D35E20,0x08D35DF8,graphics/pokemon/009/009_back_normal_ff726ed6bc04.png
en_useu_rev2,back,shiny,0x08D35E20,0x08E5A140,graphics/pokemon/009/009_back_shiny_afc503c23036.png
fr_rev1,front,normal,0x08D359A8,0x08D35EAC,graphics/pokemon/009/009_front_normal_14988d3b4aa1.png
fr_rev1,front,shiny,0x08D359A8,0x08E5A1F4,graphics/pokemon/009/009_front_shiny_dc9cdf078429.png
fr_rev1,back,normal,0x08D35ED4,0x08D35EAC,graphics/pokemon/009/009_back_normal_ff726ed6bc04.png
fr_rev1,back,shiny,0x08D35ED4,0x08E5A1F4,graphics/pokemon/009/009_back_shiny_afc503c23036.png
fr_rev0,front,normal,0x08D359A8,0x08D35EAC,graphics/pokemon/009/009_front_normal_14988d3b4aa1.png
fr_rev0,front,shiny,0x08D359A8,0x08E5A1F4,graphics/pokemon/009/009_front_shiny_dc9cdf078429.png
fr_rev0,back,normal,0x08D35ED4,0x08D35EAC,graphics/pokemon/009/009_back_normal_ff726ed6bc04.png
fr_rev0,back,shiny,0x08D35ED4,0x08E5A1F4,graphics/pokemon/009/009_back_shiny_afc503c23036.png
it_rev1,front,normal,0x08D359D8,0x08D35EDC,graphics/pokemon/009/009_front_normal_14988d3b4aa1.png
it_rev1,front,shiny,0x08D359D8,0x08E5A224,graphics/pokemon/009/009_front_shiny_dc9cdf078429.png
it_rev1,back,normal,0x08D35F04,0x08D35EDC,graphics/pokemon/009/009_back_normal_ff726ed6bc04.png
it_rev1,back,shiny,0x08D35F04,0x08E5A224,graphics/pokemon/009/009_back_shiny_afc503c23036.png
it_rev0,front,normal,0x08D359D8,0x08D35EDC,graphics/pokemon/009/009_front_normal_14988d3b4aa1.png
it_rev0,front,shiny,0x08D359D8,0x08E5A224,graphics/pokemon/009/009_front_shiny_dc9cdf078429.png
it_rev0,back,normal,0x08D35F04,0x08D35EDC,graphics/pokemon/009/009_back_normal_ff726ed6bc04.png
it_rev0,back,shiny,0x08D35F04,0x08E5A224,graphics/pokemon/009/009_back_shiny_afc503c23036.png
