species_id,pose,variant,render_sha256,tile_sha256,palette_sha256,asset_path,png_sha256,source_count
3,front,normal,eb4372ee84b251007d249905005224b2a9eb1db963c20efe77dda16859f4fac1,d8f61fe0cea734198539c4853c0c2be397d5ac2d7f2b8bbaf096d8df9712f047,23aa64d4fa2e65fdb822f0fc06efb5dd2f535deec6db540cc66e9caaeeb00fa3,graphics/pokemon/003/003_front_normal_eb4372ee84b2.png,5cc10218029b8fabe7ac1bc1341a4c23d9fce7c3e73d509dde13ddc7695178de,13
3,front,shiny,ac271ba86046bd82901ac04d99d68ec140f0d373cec41f3cb21815140c40eeda,d8f61fe0cea734198539c4853c0c2be397d5ac2d7f2b8bbaf096d8df9712f047,c1ea02f4020ce3d523b12d2e5b7f5b1da280d9a1e6c82b24a0b57cd2773aa5c8,graphics/pokemon/003/003_front_shiny_ac271ba86046.png,d0cfc6e1746ff108b5edb97df07ec88a6daadc820c4efad2ecfbeda4a47f43b6,13
3,back,normal,4b9b8e4275bf92f68780725e864e596e2398da3f77439367852949641d14075a,29d0d9a3659c25662cb2b1383c826fc64a896991cde24c8b226710d6a983adbf,23aa64d4fa2e65fdb822f0fc06efb5dd2f535deec6db540cc66e9caaeeb00fa3,graphics/pokemon/003/003_back_normal_4b9b8e4275bf.png,17ac85e2b6df69aa4bff645bfe42899170001be15571582b5947af89bbded9fe,13
3,back,shiny,33dcdd6772310fed6b344d66e9326cc583c7ff4759f782c88914df79e5b071d2,29d0d9a3659c25662cb2b1383c826fc64a896991cde24c8b226710d6a983adbf,c1ea02f4020ce3d523b12d2e5b7f5b1da280d9a1e6c82b24a0b57cd2773aa5c8,graphics/pokemon/003/003_back_shiny_33dcdd677231.png,6288190970917d1b3e1a26ccc740e08fd7889b2c4c8b338c793709d08de7f3d2,13
