target_id,pose,variant,pic_pointer,palette_pointer,asset_path
en_us_rev0,front,shiny,0x08D34408,0x08E5A0F0,graphics/pokemon/007/007_front_shiny_7bb59fabeb3f.png
en_us_rev0,back,normal,0x08D3470C,0x08D346E4,graphics/pokemon/007/007_back_normal_9ac3a6bbd239.png
en_us_rev0,back,shiny,0x08D3470C,0x08E5A0F0,graphics/pokemon/007/007_back_shiny_66fe94fd9119.png
en_useu_rev2,front,normal,0x08D34408,0x08D346E4,graphics/pokemon/007/007_front_normal_ccf930941707.png
en_useu_rev2,front,shiny,0x08D34408,0x08E5A0F0,graphics/pokemon/007/007_front_shiny_7bb59fabeb3f.png
en_useu_rev2,back,normal,0x08D3470C,0x08D346E4,graphics/pokemon/007/007_back_normal_9ac3a6bbd239.png
en_useu_rev2,back,shiny,0x08D3470C,0x08E5A0F0,graphics/pokemon/007/007_back_shiny_66fe94fd9119.png
fr_rev1,front,normal,0x08D344BC,0x08D34798,graphics/pokemon/007/007_front_normal_ccf930941707.png
fr_rev1,front,shiny,0x08D344BC,0x08E5A1A4,graphics/pokemon/007/007_front_shiny_7bb59fabeb3f.png
fr_rev1,back,normal,0x08D347C0,0x08D34798,graphics/pokemon/007/007_back_normal_9ac3a6bbd239.png
fr_rev1,back,shiny,0x08D347C0,0x08E5A1A4,graphics/pokemon/007/007_back_shiny_66fe94fd9119.png
fr_rev0,front,normal,0x08D344BC,0x08D34798,graphics/pokemon/007/007_front_normal_ccf930941707.png
fr_rev0,front,shiny,0x08D344BC,0x08E5A1A4,graphics/pokemon/007/007_front_shiny_7bb59fabeb3f.png
fr_rev0,back,normal,0x08D347C0,0x08D34798,graphics/pokemon/007/007_back_normal_9ac3a6bbd239.png
fr_rev0,back,shiny,0x08D347C0,0x08E5A1A4,graphics/pokemon/007/007_back_shiny_66fe94fd9119.png
it_rev1,front,normal,0x08D344EC,0x08D347C8,graphics/pokemon/007/007_front_normal_ccf930941707.png
it_rev1,front,shiny,0x08D344EC,0x08E5A1D4,graphics/pokemon/007/007_front_shiny_7bb59fabeb3f.png
it_rev1,back,normal,0x08D347F0,0x08D347C8,graphics/pokemon/007/007_back_normal_9ac3a6bbd239.png
it_rev1,back,shiny,0x08D347F0,0x08E5A1D4,graphics/pokemon/007/007_back_shiny_66fe94fd9119.png
it_rev0,front,normal,0x08D344EC,0x08D347C8,graphics/pokemon/007/007_front_normal_ccf930941707.png
it_rev0,front,shiny,0x08D344EC,0x08E5A1D4,graphics/pokemon/007/007_front_shiny_7bb59fabeb3f.png
it_rev0,back,normal,0x08D347F0,0x08D347C8,graphics/pokemon/007/007_back_normal_9ac3a6bbd239.png
it_rev0,back,shiny,0x08D347F0,0x08E5A1D4,graphics/pokemon/007/007_back_shiny_66fe94fd9119.png
