target_id,pose,variant,pic_pointer,palette_pointer,asset_path
de_rev0,back,shiny,0x08D300E4,0x08E5A0E8,graphics/pokemon/001/001_back_shiny_aeb9dd683bfa.png
en_eu_rev1,front,normal,0x08D2FD8C,0x08D30024,graphics/pokemon/001/001_front_normal_770563fa3eb0.png
en_eu_rev1,front,shiny,0x08D2FD8C,0x08E5A050,graphics/pokemon/001/001_front_shiny_75e24721da8b.png
en_eu_rev1,back,normal,0x08D3004C,0x08D30024,graphics/pokemon/001/001_back_normal_38d7fef24946.png
en_eu_rev1,back,shiny,0x08D3004C,0x08E5A050,graphics/pokemon/001/001_back_shiny_aeb9dd683bfa.png
en_us_rev0,front,normal,0x08D2FD8C,0x08D30024,graphics/pokemon/001/001_front_normal_770563fa3eb0.png
en_us_rev0,front,shiny,0x08D2FD8C,0x08E5A050,graphics/pokemon/001/001_front_shiny_75e24721da8b.png
en_us_rev0,back,normal,0x08D3004C,0x08D30024,graphics/pokemon/001/001_back_normal_38d7fef24946.png
en_us_rev0,back,shiny,0x08D3004C,0x08E5A050,graphics/pokemon/001/001_back_shiny_aeb9dd683bfa.png
en_useu_rev2,front,normal,0x08D2FD8C,0x08D30024,graphics/pokemon/001/001_front_normal_770563fa3eb0.png
en_useu_rev2,front,shiny,0x08D2FD8C,0x08E5A050,graphics/pokemon/001/001_front_shiny_75e24721da8b.png
en_useu_rev2,back,normal,0x08D3004C,0x08D30024,graphics/pokemon/001/001_back_normal_38d7fef24946.png
en_useu_rev2,back,shiny,0x08D3004C,0x08E5A050,graphics/pokemon/001/001_back_shiny_aeb9dd683bfa.png
fr_rev1,front,normal,0x08D2FE40,0x08D300D8,graphics/pokemon/001/001_front_normal_770563fa3eb0.png
fr_rev1,front,shiny,0x08D2FE40,0x08E5A104,graphics/pokemon/001/001_front_shiny_75e24721da8b.png
fr_rev1,back,normal,0x08D30100,0x08D300D8,graphics/pokemon/001/001_back_normal_38d7fef24946.png
fr_rev1,back,shiny,0x08D30100,0x08E5A104,graphics/pokemon/001/001_back_shiny_aeb9dd683bfa.png
fr_rev0,front,normal,0x08D2FE40,0x08D300D8,graphics/pokemon/001/001_front_normal_770563fa3eb0.png
fr_rev0,front,shiny,0x08D2FE40,0x08E5A104,graphics/pokemon/001/001_front_shiny_75e24721da8b.png
fr_rev0,back,normal,0x08D30100,0x08D300D8,graphics/pokemon/001/001_back_normal_38d7fef24946.png
fr_rev0,back,shiny,0x08D30100,0x08E5A104,graphics/pokemon/001/001_back_shiny_aeb9dd683bfa.png
it_rev1,front,normal,0x08D2FE70,0x08D30108,graphics/pokemon/001/001_front_normal_770563fa3eb0.png
it_rev1,front,shiny,0x08D2FE70,0x08E5A134,graphics/pokemon/001/001_front_shiny_75e24721da8b.png
it_rev1,back,normal,0x08D30130,0x08D30108,graphics/pokemon/001/001_back_normal_38d7fef24946.png
it_rev1,back,shiny,0x08D30130,0x08E5A134,graphics/pokemon/001/001_back_shiny_aeb9dd683bfa.png
it_rev0,front,normal,0x08D2FE70,0x08D30108,graphics/pokemon/001/001_front_normal_770563fa3eb0.png
it_rev0,front,shiny,0x08D2FE70,0x08E5A134,graphics/pokemon/001/001_front_shiny_75e24721da8b.png
it_rev0,back,normal,0x08D30130,0x08D30108,graphics/pokemon/001/001_back_normal_38d7fef24946.png
it_rev0,back,shiny,0x08D30130,0x08E5A134,graphics/pokemon/001/001_back_shiny_aeb9dd683bfa.png
