target_id,pose,variant,pic_pointer,palette_pointer,asset_path
de_rev0,front,normal,0x08D307DC,0x08D30B50,graphics/pokemon/002/002_front_normal_5e752df612e3.png
de_rev0,front,shiny,0x08D307DC,0x08E5A070,graphics/pokemon/002/002_front_shiny_3b4d2df6bbae.png
de_rev0,back,normal,0x08D30B78,0x08D30B50,graphics/pokemon/002/002_back_normal_289deb065a2d.png
de_rev0,back,shiny,0x08D30B78,0x08E5A070,graphics/pokemon/002/002_back_shiny_6e5500ccbf55.png
en_eu_rev1,front,normal,0x08D30744,0x08D30AB8,graphics/pokemon/002/002_front_normal_5e752df612e3.png
en_eu_rev1,front,shiny,0x08D30744,0x08E59FD8,graphics/pokemon/002/002_front_shiny_3b4d2df6bbae.png
en_eu_rev1,back,normal,0x08D30AE0,0x08D30AB8,graphics/pokemon/002/002_back_normal_289deb065a2d.png
en_eu_rev1,back,shiny,0x08D30AE0,0x08E59FD8,graphics/pokemon/002/002_back_shiny_6e5500ccbf55.png
en_us_rev0,front,normal,0x08D30744,0x08D30AB8,graphics/pokemon/002/002_front_normal_5e752df612e3.png
en_us_rev0,front,shiny,0x08D30744,0x08E59FD8,graphics/pokemon/002/002_front_shiny_3b4d2df6bbae.png
en_us_rev0,back,normal,0x08D30AE0,0x08D30AB8,graphics/pokemon/002/002_back_normal_289deb065a2d.png
en_us_rev0,back,shiny,0x08D30AE0,0x08E59FD8,graphics/pokemon/002/002_back_shiny_6e5500ccbf55.png
en_useu_rev2,front,normal,0x08D30744,0x08D30AB8,graphics/pokemon/002/002_front_normal_5e752df612e3.png
en_useu_rev2,front,shiny,0x08D30744,0x08E59FD8,graphics/pokemon/002/002_front_shiny_3b4d2df6bbae.png
en_useu_rev2,back,normal,0x08D30AE0,0x08D30AB8,graphics/pokemon/002/002_back_normal_289deb065a2d.png
en_useu_rev2,back,shiny,0x08D30AE0,0x08E59FD8,graphics/pokemon/002/002_back_shiny_6e5500ccbf55.png
fr_rev1,front,normal,0x08D307F8,0x08D30B6C,graphics/pokemon/002/002_front_normal_5e752df612e3.png
fr_rev1,front,shiny,0x08D307F8,0x08E5A08C,graphics/pokemon/002/002_front_shiny_3b4d2df6bbae.png
fr_rev1,back,normal,0x08D30B94,0x08D30B6C,graphics/pokemon/002/002_back_normal_289deb065a2d.png
fr_rev1,back,shiny,0x08D30B94,0x08E5A08C,graphics/pokemon/002/002_back_shiny_6e5500ccbf55.png
fr_rev0,front,normal,0x08D307F8,0x08D30B6C,graphics/pokemon/002/002_front_normal_5e752df612e3.png
fr_rev0,front,shiny,0x08D307F8,0x08E5A08C,graphics/pokemon/002/002_front_shiny_3b4d2df6bbae.png
fr_rev0,back,normal,0x08D30B94,0x08D30B6C,graphics/pokemon/002/002_back_normal_289deb065a2d.png
fr_rev0,back,shiny,0x08D30B94,0x08E5A08C,graphics/pokemon/002/002_back_shiny_6e5500ccbf55.png
it_rev1,front,normal,0x08D30828,0x08D30B9C,graphics/pokemon/002/002_front_normal_5e752df612e3.png
it_rev1,front,shiny,0x08D30828,0x08E5A0BC,graphics/pokemon/002/002_front_shiny_3b4d2df6bbae.png
it_rev1,back,normal,0x08D30BC4,0x08D30B9C,graphics/pokemon/002/002_back_normal_289deb065a2d.png
it_rev1,back,shiny,0x08D30BC4,0x08E5A0BC,graphics/pokemon/002/002_back_shiny_6e5500ccbf55.png
it_rev0,front,normal,0x08D30828,0x08D30B9C,graphics/pokemon/002/002_front_normal_5e752df612e3.png
it_rev0,front,shiny,0x08D30828,0x08E5A0BC,graphics/pokemon/002/002_front_shiny_3b4d2df6bbae.png
it_rev0,back,normal,0x08D30BC4,0x08D30B9C,graphics/pokemon/002/002_back_normal_289deb065a2d.png
it_rev0,back,shiny,0x08D30BC4,0x08E5A0BC,graphics/pokemon/002/002_back_shiny_6e5500ccbf55.png
